UID,FriendlyPointNameV2,FriendlyPointNameV3,LocationTag,EquipTag,PointTag,Category,Class
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 1.VAV EB1F 1-1-1.nvoBoxFlow.Present Value,BD VAV 01-01-01 ZoneAirflow,BD_VAV_01_01_01_ZoneAirflow,BD,VAV 01-01-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 1.VAV EB1F 1-1-2.nvoBoxFlow.Present Value,BD VAV 01-01-02 ZoneAirflow,BD_VAV_01_01_02_ZoneAirflow,BD,VAV 01-01-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 1.VAV EB1F 1-1-3.nvoBoxFlow.Present Value,BD VAV 01-01-03 ZoneAirflow,BD_VAV_01_01_03_ZoneAirflow,BD,VAV 01-01-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 1.VAV EB1F 2-1-1.nvoBoxFlow.Present Value,BD VAV 02-01-01 ZoneAirflow,BD_VAV_02_01_01_ZoneAirflow,BD,VAV 02-01-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 1.VAV EB1F 2-1-2.nvoBoxFlow.Present Value,BD VAV 02-01-02 ZoneAirflow,BD_VAV_02_01_02_ZoneAirflow,BD,VAV 02-01-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 1.VAV EB1F 3-1-1.nvoBoxFlow.Present Value,BD VAV 03-01-01 ZoneAirflow,BD_VAV_03_01_01_ZoneAirflow,BD,VAV 03-01-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 1.VAV EB1F 3-1-2.nvoBoxFlow.Present Value,BD VAV 03-01-02 ZoneAirflow,BD_VAV_03_01_02_ZoneAirflow,BD,VAV 03-01-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-1.nvoBoxFlow.Present Value,BD VAV 04-02-01 ZoneAirflow,BD_VAV_04_02_01_ZoneAirflow,BD,VAV 04-02-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-2.nvoBoxFlow.Present Value,BD VAV 04-02-02 ZoneAirflow,BD_VAV_04_02_02_ZoneAirflow,BD,VAV 04-02-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-3.nvoBoxFlow.Present Value,BD VAV 04-02-03 ZoneAirflow,BD_VAV_04_02_03_ZoneAirflow,BD,VAV 04-02-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-4.nvoBoxFlow.Present Value,BD VAV 04-02-04 ZoneAirflow,BD_VAV_04_02_04_ZoneAirflow,BD,VAV 04-02-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-5.nvoBoxFlow.Present Value,BD VAV 04-02-05 ZoneAirflow,BD_VAV_04_02_05_ZoneAirflow,BD,VAV 04-02-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-6.nvoBoxFlow.Present Value,BD VAV 04-02-06 ZoneAirflow,BD_VAV_04_02_06_ZoneAirflow,BD,VAV 04-02-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-7.nvoBoxFlow.Present Value,BD VAV 04-02-07 ZoneAirflow,BD_VAV_04_02_07_ZoneAirflow,BD,VAV 04-02-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-8.nvoBoxFlow.Present Value,BD VAV 04-02-08 ZoneAirflow,BD_VAV_04_02_08_ZoneAirflow,BD,VAV 04-02-08,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-9.nvoBoxFlow.Present Value,BD VAV 04-02-09 ZoneAirflow,BD_VAV_04_02_09_ZoneAirflow,BD,VAV 04-02-09,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-10.nvoBoxFlow.Present Value,BD VAV 04-02-10 ZoneAirflow,BD_VAV_04_02_10_ZoneAirflow,BD,VAV 04-02-10,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-11.nvoBoxFlow.Present Value,BD VAV 04-02-11 ZoneAirflow,BD_VAV_04_02_11_ZoneAirflow,BD,VAV 04-02-11,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-12.nvoBoxFlow.Present Value,BD VAV 04-02-12 ZoneAirflow,BD_VAV_04_02_12_ZoneAirflow,BD,VAV 04-02-12,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-13.nvoBoxFlow.Present Value,BD VAV 04-02-13 ZoneAirflow,BD_VAV_04_02_13_ZoneAirflow,BD,VAV 04-02-13,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-14.nvoBoxFlow.Present Value,BD VAV 04-02-14 ZoneAirflow,BD_VAV_04_02_14_ZoneAirflow,BD,VAV 04-02-14,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 2.VAV EB1A 4-2-15.nvoBoxFlow.Present Value,BD VAV 04-02-15 ZoneAirflow,BD_VAV_04_02_15_ZoneAirflow,BD,VAV 04-02-15,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 7-3-1.nvoBoxFlow.Present Value,BD VAV 07-03-01 ZoneAirflow,BD_VAV_07_03_01_ZoneAirflow,BD,VAV 07-03-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 7-3-2.nvoBoxFlow.Present Value,BD VAV 07-03-02 ZoneAirflow,BD_VAV_07_03_02_ZoneAirflow,BD,VAV 07-03-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 7-3-3.nvoBoxFlow.Present Value,BD VAV 07-03-03 ZoneAirflow,BD_VAV_07_03_03_ZoneAirflow,BD,VAV 07-03-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 7-3-4.nvoBoxFlow.Present Value,BD VAV 07-03-04 ZoneAirflow,BD_VAV_07_03_04_ZoneAirflow,BD,VAV 07-03-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 7-3-5.nvoBoxFlow.Present Value,BD VAV 07-03-05 ZoneAirflow,BD_VAV_07_03_05_ZoneAirflow,BD,VAV 07-03-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 7-3-6.nvoBoxFlow.Present Value,BD VAV 07-03-06 ZoneAirflow,BD_VAV_07_03_06_ZoneAirflow,BD,VAV 07-03-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 7-3-7.nvoBoxFlow.Present Value,BD VAV 07-03-07 ZoneAirflow,BD_VAV_07_03_07_ZoneAirflow,BD,VAV 07-03-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 7-3-8.nvoBoxFlow.Present Value,BD VAV 07-03-08 ZoneAirflow,BD_VAV_07_03_08_ZoneAirflow,BD,VAV 07-03-08,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 7-3-9.nvoBoxFlow.Present Value,BD VAV 07-03-09 ZoneAirflow,BD_VAV_07_03_09_ZoneAirflow,BD,VAV 07-03-09,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 7-4-1.nvoBoxFlow.Present Value,BD VAV 07-04-01 ZoneAirflow,BD_VAV_07_04_01_ZoneAirflow,BD,VAV 07-04-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 7-4-2.nvoBoxFlow.Present Value,BD VAV 07-04-02 ZoneAirflow,BD_VAV_07_04_02_ZoneAirflow,BD,VAV 07-04-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 7-4-3.nvoBoxFlow.Present Value,BD VAV 07-04-03 ZoneAirflow,BD_VAV_07_04_03_ZoneAirflow,BD,VAV 07-04-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 7-4-4.nvoBoxFlow.Present Value,BD VAV 07-04-04 ZoneAirflow,BD_VAV_07_04_04_ZoneAirflow,BD,VAV 07-04-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 7-4-5.nvoBoxFlow.Present Value,BD VAV 07-04-05 ZoneAirflow,BD_VAV_07_04_05_ZoneAirflow,BD,VAV 07-04-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 7-4-6.nvoBoxFlow.Present Value,BD VAV 07-04-06 ZoneAirflow,BD_VAV_07_04_06_ZoneAirflow,BD,VAV 07-04-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 7-4-7.nvoBoxFlow.Present Value,BD VAV 07-04-07 ZoneAirflow,BD_VAV_07_04_07_ZoneAirflow,BD,VAV 07-04-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 7-4-8.nvoBoxFlow.Present Value,BD VAV 07-04-08 ZoneAirflow,BD_VAV_07_04_08_ZoneAirflow,BD,VAV 07-04-08,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 7-5-1.nvoBoxFlow.Present Value,BD VAV 07-05-01 ZoneAirflow,BD_VAV_07_05_01_ZoneAirflow,BD,VAV 07-05-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 7-5-2.nvoBoxFlow.Present Value,BD VAV 07-05-02 ZoneAirflow,BD_VAV_07_05_02_ZoneAirflow,BD,VAV 07-05-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 7-5-3.nvoBoxFlow.Present Value,BD VAV 07-05-03 ZoneAirflow,BD_VAV_07_05_03_ZoneAirflow,BD,VAV 07-05-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 7-5-4.nvoBoxFlow.Present Value,BD VAV 07-05-04 ZoneAirflow,BD_VAV_07_05_04_ZoneAirflow,BD,VAV 07-05-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 7-5-5.nvoBoxFlow.Present Value,BD VAV 07-05-05 ZoneAirflow,BD_VAV_07_05_05_ZoneAirflow,BD,VAV 07-05-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 7-5-6.nvoBoxFlow.Present Value,BD VAV 07-05-06 ZoneAirflow,BD_VAV_07_05_06_ZoneAirflow,BD,VAV 07-05-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 7-5-7.nvoBoxFlow.Present Value,BD VAV 07-05-07 ZoneAirflow,BD_VAV_07_05_07_ZoneAirflow,BD,VAV 07-05-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 7-5-8.nvoBoxFlow.Present Value,BD VAV 07-05-08 ZoneAirflow,BD_VAV_07_05_08_ZoneAirflow,BD,VAV 07-05-08,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 7-5-9.nvoBoxFlow.Present Value,BD VAV 07-05-09 ZoneAirflow,BD_VAV_07_05_09_ZoneAirflow,BD,VAV 07-05-09,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 7-6-1.nvoBoxFlow.Present Value,BD VAV 07-06-01 ZoneAirflow,BD_VAV_07_06_01_ZoneAirflow,BD,VAV 07-06-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 8-3-1.nvoBoxFlow.Present Value,BD VAV 08-03-01 ZoneAirflow,BD_VAV_08_03_01_ZoneAirflow,BD,VAV 08-03-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 8-3-2.nvoBoxFlow.Present Value,BD VAV 08-03-02 ZoneAirflow,BD_VAV_08_03_02_ZoneAirflow,BD,VAV 08-03-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 8-3-3.nvoBoxFlow.Present Value,BD VAV 08-03-03 ZoneAirflow,BD_VAV_08_03_03_ZoneAirflow,BD,VAV 08-03-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 8-3-4.nvoBoxFlow.Present Value,BD VAV 08-03-04 ZoneAirflow,BD_VAV_08_03_04_ZoneAirflow,BD,VAV 08-03-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 8-4-1.nvoBoxFlow.Present Value,BD VAV 08-04-01 ZoneAirflow,BD_VAV_08_04_01_ZoneAirflow,BD,VAV 08-04-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 8-4-2.nvoBoxFlow.Present Value,BD VAV 08-04-02 ZoneAirflow,BD_VAV_08_04_02_ZoneAirflow,BD,VAV 08-04-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 8-4-3.nvoBoxFlow.Present Value,BD VAV 08-04-03 ZoneAirflow,BD_VAV_08_04_03_ZoneAirflow,BD,VAV 08-04-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 8-4-4.nvoBoxFlow.Present Value,BD VAV 08-04-04 ZoneAirflow,BD_VAV_08_04_04_ZoneAirflow,BD,VAV 08-04-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 8-5-1.nvoBoxFlow.Present Value,BD VAV 08-05-01 ZoneAirflow,BD_VAV_08_05_01_ZoneAirflow,BD,VAV 08-05-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 8-5-2.nvoBoxFlow.Present Value,BD VAV 08-05-02 ZoneAirflow,BD_VAV_08_05_02_ZoneAirflow,BD,VAV 08-05-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 8-5-3.nvoBoxFlow.Present Value,BD VAV 08-05-03 ZoneAirflow,BD_VAV_08_05_03_ZoneAirflow,BD,VAV 08-05-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 8-5-4.nvoBoxFlow.Present Value,BD VAV 08-05-04 ZoneAirflow,BD_VAV_08_05_04_ZoneAirflow,BD,VAV 08-05-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 8-6-1.nvoBoxFlow.Present Value,BD VAV 08-06-01 ZoneAirflow,BD_VAV_08_06_01_ZoneAirflow,BD,VAV 08-06-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 8-6-2.nvoBoxFlow.Present Value,BD VAV 08-06-02 ZoneAirflow,BD_VAV_08_06_02_ZoneAirflow,BD,VAV 08-06-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 8-6-3.nvoBoxFlow.Present Value,BD VAV 08-06-03 ZoneAirflow,BD_VAV_08_06_03_ZoneAirflow,BD,VAV 08-06-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 8-6-4.nvoBoxFlow.Present Value,BD VAV 08-06-04 ZoneAirflow,BD_VAV_08_06_04_ZoneAirflow,BD,VAV 08-06-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 9-3-1.nvoBoxFlow.Present Value,BD VAV 09-03-01 ZoneAirflow,BD_VAV_09_03_01_ZoneAirflow,BD,VAV 09-03-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 9-3-2.nvoBoxFlow.Present Value,BD VAV 09-03-02 ZoneAirflow,BD_VAV_09_03_02_ZoneAirflow,BD,VAV 09-03-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 9-3-3.nvoBoxFlow.Present Value,BD VAV 09-03-03 ZoneAirflow,BD_VAV_09_03_03_ZoneAirflow,BD,VAV 09-03-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 9-3-4.nvoBoxFlow.Present Value,BD VAV 09-03-04 ZoneAirflow,BD_VAV_09_03_04_ZoneAirflow,BD,VAV 09-03-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 9-3-5.nvoBoxFlow.Present Value,BD VAV 09-03-05 ZoneAirflow,BD_VAV_09_03_05_ZoneAirflow,BD,VAV 09-03-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 3.VAV EB1 9-3-6.nvoBoxFlow.Present Value,BD VAV 09-03-06 ZoneAirflow,BD_VAV_09_03_06_ZoneAirflow,BD,VAV 09-03-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 9-4-1.nvoBoxFlow.Present Value,BD VAV 09-04-01 ZoneAirflow,BD_VAV_09_04_01_ZoneAirflow,BD,VAV 09-04-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 9-4-2.nvoBoxFlow.Present Value,BD VAV 09-04-02 ZoneAirflow,BD_VAV_09_04_02_ZoneAirflow,BD,VAV 09-04-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 9-4-3.nvoBoxFlow.Present Value,BD VAV 09-04-03 ZoneAirflow,BD_VAV_09_04_03_ZoneAirflow,BD,VAV 09-04-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 9-4-4.nvoBoxFlow.Present Value,BD VAV 09-04-04 ZoneAirflow,BD_VAV_09_04_04_ZoneAirflow,BD,VAV 09-04-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 9-4-5.nvoBoxFlow.Present Value,BD VAV 09-04-05 ZoneAirflow,BD_VAV_09_04_05_ZoneAirflow,BD,VAV 09-04-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 9-4-6.nvoBoxFlow.Present Value,BD VAV 09-04-06 ZoneAirflow,BD_VAV_09_04_06_ZoneAirflow,BD,VAV 09-04-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 9-5-1.nvoBoxFlow.Present Value,BD VAV 09-05-01 ZoneAirflow,BD_VAV_09_05_01_ZoneAirflow,BD,VAV 09-05-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 9-5-2.nvoBoxFlow.Present Value,BD VAV 09-05-02 ZoneAirflow,BD_VAV_09_05_02_ZoneAirflow,BD,VAV 09-05-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 9-5-3.nvoBoxFlow.Present Value,BD VAV 09-05-03 ZoneAirflow,BD_VAV_09_05_03_ZoneAirflow,BD,VAV 09-05-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 9-5-4.nvoBoxFlow.Present Value,BD VAV 09-05-04 ZoneAirflow,BD_VAV_09_05_04_ZoneAirflow,BD,VAV 09-05-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 9-5-5.nvoBoxFlow.Present Value,BD VAV 09-05-05 ZoneAirflow,BD_VAV_09_05_05_ZoneAirflow,BD,VAV 09-05-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 9-5-6.nvoBoxFlow.Present Value,BD VAV 09-05-06 ZoneAirflow,BD_VAV_09_05_06_ZoneAirflow,BD,VAV 09-05-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 9-6-1.nvoBoxFlow.Present Value,BD VAV 09-06-01 ZoneAirflow,BD_VAV_09_06_01_ZoneAirflow,BD,VAV 09-06-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 9-6-2.nvoBoxFlow.Present Value,BD VAV 09-06-02 ZoneAirflow,BD_VAV_09_06_02_ZoneAirflow,BD,VAV 09-06-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 9-6-3.nvoBoxFlow.Present Value,BD VAV 09-06-03 ZoneAirflow,BD_VAV_09_06_03_ZoneAirflow,BD,VAV 09-06-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 9-6-4.nvoBoxFlow.Present Value,BD VAV 09-06-04 ZoneAirflow,BD_VAV_09_06_04_ZoneAirflow,BD,VAV 09-06-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 9-6-5.nvoBoxFlow.Present Value,BD VAV 09-06-05 ZoneAirflow,BD_VAV_09_06_05_ZoneAirflow,BD,VAV 09-06-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 9-6-6.nvoBoxFlow.Present Value,BD VAV 09-06-06 ZoneAirflow,BD_VAV_09_06_06_ZoneAirflow,BD,VAV 09-06-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 1.SH VAV 1-1-1.nvoBoxFlow.Present Value,BH VAV 01-01-01 ZoneAirflow,BH_VAV_01_01_01_ZoneAirflow,BH,VAV 01-01-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 4.SH VAV 1-4-1.nvoBoxFlow.Present Value,BH VAV 01-04-01 ZoneAirflow,BH_VAV_01_04_01_ZoneAirflow,BH,VAV 01-04-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 4.SH VAV 1-4-2.nvoBoxFlow.Present Value,BH VAV 01-04-02 ZoneAirflow,BH_VAV_01_04_02_ZoneAirflow,BH,VAV 01-04-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 4.SH VAV 1-4-3.nvoBoxFlow.Present Value,BH VAV 01-04-03 ZoneAirflow,BH_VAV_01_04_03_ZoneAirflow,BH,VAV 01-04-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 4.SH VAV 1-4-4.nvoBoxFlow.Present Value,BH VAV 01-04-04 ZoneAirflow,BH_VAV_01_04_04_ZoneAirflow,BH,VAV 01-04-04,ZoneAirflow,VAVZoneAirflow,Analog
